time_s,sample,action,target_little,target_ring,target_middle,target_index,target_thumb_bend,target_thumb_swing,angle_little,angle_ring,angle_middle,angle_index,angle_thumb_bend,angle_thumb_swing,force_little,force_ring,force_middle,force_index,force_thumb_bend,force_thumb_swing,force_delta_little,force_delta_ring,force_delta_middle,force_delta_index,force_delta_thumb_bend,force_delta_thumb_swing,status_little,status_ring,status_middle,status_index,status_thumb_bend,status_thumb_swing,temp_little,temp_ring,temp_middle,temp_index,temp_thumb_bend,temp_thumb_swing,active_force_count,grasp_continuous_s,grasp_prediction
6.083750,30,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,62.0,-2.0,-20.0,19.0,7.0,93.0,0.0,0.0,1.0,0.0,-3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
6.245292,31,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,62.0,-2.0,-21.0,19.0,7.0,93.0,0.0,0.0,0.0,0.0,-3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
6.407064,32,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,62.0,-2.0,-20.0,20.0,7.0,93.0,0.0,0.0,1.0,1.0,-3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
6.610392,33,auto_close_step_25,1670,1685,1695,1695,1425,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,62.0,-2.0,-20.0,19.0,7.0,93.0,0.0,0.0,1.0,0.0,-3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
6.772656,34,auto_close_step_25,1670,1685,1695,1695,1425,1050.0,1687.0,1698.0,1709.0,1711.0,1434.0,1047.0,79.0,8.0,-10.0,27.0,13.0,93.0,17.0,10.0,11.0,8.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
6.965766,35,auto_close_step_25,1620,1650,1670,1670,1400,1050.0,1674.0,1689.0,1699.0,1702.0,1428.0,1047.0,82.0,14.0,-4.0,36.0,21.0,95.0,20.0,16.0,17.0,17.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
7.138072,36,auto_close_step_25,1620,1650,1670,1670,1400,1050.0,1649.0,1663.0,1684.0,1684.0,1409.0,1047.0,84.0,20.0,-2.0,31.0,28.0,97.0,22.0,22.0,19.0,12.0,18.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
7.331087,37,auto_close_step_25,1570,1615,1645,1645,1375,1050.0,1625.0,1654.0,1675.0,1674.0,1403.0,1047.0,86.0,22.0,0.0,29.0,29.0,96.0,24.0,24.0,21.0,10.0,19.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
7.493343,38,auto_close_step_25,1570,1615,1645,1645,1375,1050.0,1596.0,1628.0,1658.0,1657.0,1385.0,1047.0,89.0,30.0,0.0,25.0,34.0,97.0,27.0,32.0,21.0,6.0,24.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
7.686433,39,auto_close_step_25,1520,1580,1620,1620,1350,1050.0,1574.0,1619.0,1648.0,1647.0,1379.0,1047.0,88.0,30.0,4.0,29.0,34.0,97.0,26.0,32.0,25.0,10.0,24.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
7.858828,40,auto_close_step_25,1520,1580,1620,1620,1350,1050.0,1547.0,1594.0,1632.0,1632.0,1362.0,1047.0,89.0,41.0,3.0,28.0,41.0,99.0,27.0,43.0,24.0,9.0,31.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
8.051878,41,auto_close_step_25,1470,1545,1595,1595,1325,1050.0,1524.0,1582.0,1622.0,1620.0,1356.0,1047.0,93.0,37.0,4.0,31.0,43.0,99.0,31.0,39.0,25.0,12.0,33.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
8.214076,42,auto_close_step_25,1470,1545,1595,1595,1325,1050.0,1495.0,1557.0,1606.0,1606.0,1335.0,1047.0,98.0,34.0,5.0,29.0,50.0,101.0,36.0,36.0,26.0,10.0,40.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
8.417348,43,auto_close_step_25,1420,1510,1570,1570,1300.0,1050.0,1477.0,1547.0,1598.0,1596.0,1333.0,1047.0,100.0,35.0,10.0,31.0,52.0,101.0,38.0,37.0,31.0,12.0,42.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
8.579610,44,auto_close_step_25,1420,1510,1570,1570,1300.0,1050.0,1442.0,1520.0,1581.0,1581.0,1320.0,1047.0,103.0,143.0,59.0,28.0,153.0,173.0,41.0,145.0,80.0,9.0,143.0,80.0,1.0,1.0,1.0,1.0,1.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
8.772759,45,auto_close_step_25,1370,1475,1545,1545,1300.0,1050.0,1426.0,1519.0,1579.0,1571.0,1312.0,1047.0,104.0,195.0,175.0,52.0,492.0,230.0,42.0,197.0,196.0,33.0,482.0,137.0,1.0,1.0,1.0,1.0,1.0,0.0,48.0,48.0,48.0,46.0,38.0,46.0,1,0.000,pending
8.945281,46,auto_close_step_25,1370,1475,1545,1545,1300.0,1050.0,1397.0,1491.0,1555.0,1555.0,1312.0,1047.0,106.0,549.0,321.0,33.0,811.0,411.0,44.0,551.0,342.0,14.0,801.0,318.0,1.0,1.0,1.0,1.0,3.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,4,0.000,pending
9.138283,47,auto_close_step_25,1320,1440,1520,1520,1300.0,1050.0,1377.0,1485.0,1553.0,1548.0,1312.0,1047.0,110.0,555.0,280.0,122.0,905.0,415.0,48.0,557.0,301.0,103.0,895.0,322.0,1.0,1.0,1.0,1.0,3.0,0.0,48.0,48.0,48.0,46.0,38.0,46.0,3,0.000,pending
9.300486,48,auto_close_step_25,1320,1440,1520,1520,1300.0,1050.0,1349.0,1468.0,1535.0,1532.0,1312.0,1047.0,113.0,626.0,596.0,206.0,1051.0,464.0,51.0,628.0,617.0,187.0,1041.0,371.0,1.0,1.0,1.0,1.0,3.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,4,0.000,pending
9.503683,49,auto_close_step_25,1270,1405,1495,1495,1300.0,1050.0,1331.0,1459.0,1530.0,1528.0,1312.0,1049.0,115.0,732.0,523.0,182.0,1239.0,492.0,53.0,734.0,544.0,163.0,1229.0,399.0,1.0,3.0,1.0,1.0,3.0,1.0,48.0,48.0,48.0,46.0,38.0,46.0,4,0.000,pending
9.665935,50,auto_close_step_25,1270,1405,1495,1495,1300.0,1050.0,1298.0,1457.0,1521.0,1515.0,1313.0,1049.0,124.0,487.0,701.0,561.0,1330.0,479.0,62.0,489.0,722.0,542.0,1320.0,386.0,1.0,3.0,3.0,1.0,3.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,5,0.000,pending
9.859053,51,auto_close_step_25,1220,1370,1470,1470,1300.0,1050.0,1282.0,1457.0,1521.0,1509.0,1313.0,1049.0,127.0,473.0,529.0,660.0,1384.0,469.0,65.0,475.0,550.0,641.0,1374.0,376.0,1.0,1.0,1.0,3.0,3.0,1.0,48.0,48.0,48.0,46.0,38.0,46.0,5,0.000,pending
10.021300,52,auto_close_step_25,1220,1370,1470,1470,1300.0,1050.0,1248.0,1449.0,1515.0,1508.0,1313.0,1049.0,140.0,664.0,657.0,467.0,1370.0,504.0,78.0,666.0,678.0,448.0,1360.0,411.0,1.0,1.0,1.0,3.0,3.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,5,0.000,pending
10.224495,53,auto_close_step_25,1200.0,1335,1445,1445,1300.0,1050.0,1232.0,1439.0,1505.0,1507.0,1314.0,1050.0,144.0,749.0,830.0,257.0,1535.0,552.0,82.0,751.0,851.0,238.0,1525.0,459.0,1.0,3.0,3.0,1.0,3.0,1.0,48.0,48.0,48.0,48.0,38.0,46.0,4,0.000,pending
